title,author,isbn,num_pages,avg_rating,rating,review,read_count,date_published,date_started,date_read,date_added,user_id,synced_at,cover_url
Life 3.0: Being Human in the Age of Artificial Intelligence,"Tegmark, Max",0451485076,12.0,4.02,4.0,None,1,2017-08-23,,2020-06-19,2021-11-03,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1499718864l/34272565._SX50_.jpg
"Less
        (Arthur Less, #1)","Greer, Andrew Sean",,273.0,3.65,4.0,None,1,2017-07-18,,2020-06-19,2021-11-03,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1524491811l/39927096._SY75_.jpg
The Obstacle Is the Way: The Timeless Art of Turning Trials into Triumph,"Holiday, Ryan",1591846358,201.0,4.15,3.0,None,1,2014-05-01,,2020-07-18,2021-11-03,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391440316l/18668059._SX50_.jpg
Between Two Kingdoms: A Memoir of a Life Interrupted,"Jaouad, Suleika",0399588582,352.0,4.43,5.0,None,1,2021-02-09,,2021-12-04,2021-11-02,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579614170l/50743767._SY75_.jpg
How to Win Friends and Influence People,"Carnegie, Dale",,288.0,4.22,4.0,None,1,1936-10-01,,2019-07-04,2021-11-02,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442726934l/4865._SX50_.jpg
Shoe Dog: A Memoir by the Creator of Nike,"Knight, Phil",1501135910,400.0,4.47,5.0,None,1,2016-04-24,,2018-01-01,2021-11-02,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1457284880l/27220736._SY75_.jpg
Educated,"Westover, Tara",,352.0,4.47,5.0,None,1,2018-02-20,,2018-05-10,2021-11-02,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1506026635l/35133922._SY75_.jpg
Islands in the Stream,"Hemingway, Ernest",0743253426,448.0,3.88,3.0,None,1,,,2020-07-24,2021-11-02,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400891142l/4633._SY75_.jpg
The Old Man and the Sea,"Hemingway, Ernest",0684830493,96.0,3.80,3.0,None,1,,,2020-07-25,2021-11-02,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329189714l/2165._SY75_.jpg
Tell Me More: Stories About the 12 Hardest Things I'm Learning to Say,"Corrigan, Kelly",039958837X,240.0,4.18,5.0,None,1,2018-01-09,,2020-07-31,2021-11-02,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498839065l/35018200._SY75_.jpg
Slaughterhouse-Five,"Vonnegut Jr., Kurt",0385333846,275.0,4.09,3.0,None,1,1969-03-31,,2020-08-27,2021-11-02,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440319389l/4981._SY75_.jpg
Good Economics for Hard Times: Better Answers to Our Biggest Problems,"Banerjee, Abhijit V.",,417.0,4.24,4.0,None,2,2019-11-12,,2020-10-21,2021-11-02,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562348201l/51014619._SX50_SY75_.jpg
Becoming Wise: An Inquiry into the Mystery and Art of Living,"Tippett, Krista",1594206805,288.0,4.07,4.0,None,1,2016-04-05,,2020-12-18,2021-11-02,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1453061592l/25894085._SY75_.jpg
Blue Highways,"Heat-Moon, William Least",,428.0,4.03,4.0,None,1,,,2020-12-06,2021-11-02,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1425628317l/63832._SY75_.jpg
Where the Deer and the Antelope Play: The Pastoral Observations of One Ignorant American Who Loves to Walk Outside,"Offerman, Nick",1101984694,352.0,3.71,3.0,None,1,2021-10-12,,2021-11-01,2021-11-01,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1624828540l/57936600._SY75_.jpg
The Lincoln Highway,"Towles, Amor",0735222355,576.0,4.24,5.0,None,1,2021-10-05,,2021-10-19,2021-11-01,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1633443634l/57109107._SY75_.jpg
Greenlights,"McConaughey, Matthew",0593139135,308.0,4.21,5.0,None,1,2020-10-20,,2021-10-17,2021-11-01,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1604281659l/52838315._SX50_.jpg
The Practice of Groundedness: A Transformative Path to Success That Feeds—Not Crushes—Your Soul,"Stulberg, Brad",0593329899,288.0,4.13,3.0,None,1,2021-09-07,,2021-10-10,2021-11-01,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1612198137l/56293870._SY75_.jpg
Talking to Strangers: What We Should Know About the People We Don’t Know,"Gladwell, Malcolm",0316478520,388.0,4.02,5.0,None,1,2019-09-10,,2021-07-17,2021-11-01,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549393502l/43848929._SX50_.jpg
Think Again: The Power of Knowing What You Don't Know,"Grant, Adam M.",1984878107,307.0,4.23,5.0,None,1,2021-02-02,,2021-06-27,2021-11-01,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1602574232l/55539565._SY75_.jpg
My First Summer in the Sierra,"Muir, John",0486437353,160.0,4.07,3.0,None,1,,,2021-06-09,2021-11-01,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386921750l/238727._SY75_.jpg
"How to Kill a City: Gentrification, Inequality, and the Fight for the Neighborhood","Moskowitz, Peter",1568585233,272.0,4.10,4.0,None,1,2017-03-07,,2021-04-04,2021-11-01,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1475991420l/30652247._SY75_.jpg
When Breath Becomes Air,"Kalanithi, Paul",,208.0,4.39,5.0,None,1,2016-01-12,,2021-03-20,2021-11-01,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1492677644l/25899336._SX50_.jpg
Rules of Civility,"Towles, Amor",,335.0,4.07,3.0,None,1,2011-07-26,,2021-03-14,2021-11-01,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311705045l/10054335._SY75_.jpg
A Gentleman in Moscow,"Towles, Amor",,462.0,4.33,5.0,None,1,2016-09-06,,2021-02-17,2021-11-01,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551480896l/34066798._SY75_.jpg
The Black Swan: The Impact of the Highly Improbable,"Taleb, Nassim Nicholas",,366.0,3.95,5.0,None,1,2007-04-17,,2021-01-25,2021-11-01,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925471l/242472._SY75_.jpg
Born a Crime: Stories From a South African Childhood,"Noah, Trevor",,289.0,4.49,5.0,None,1,2016-11-15,,2021-10-25,2021-11-01,142394620,2023-08-17 00:26:38.690067,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1473867911l/29780253._SY75_.jpg
